"Code","NUTS2","NUTS2_Name","COUNTRY","LF_113- GDP","LF_113 - GDP/capita","LF_211 - Recreational opportunities potential","LF_311 - Water consumption","LF_312 - Water productivity","LF_321 - Food and feed production","LF_331 - Biomass harvested from energy crops","LF_332 - Energy content of dedicated energy crops","LF_411 - Share  of residential areas over the total land area","LF_412 - Residential areas per person","LF_413 - Urban Sprawl","LF_415 - Population density","LF_421 - Share of industrial/commercial areas","LF_422 - Industrial economic output per unit of industrial/commercial area","LF_431 - Share of built-up areas over the total land","LF_432 - Productivity of built-up areas","LF_433 - Built-up  per person","LF_441 - Potential accessibility","LF_442 - Network efficiency","LF_443 - Local accessibility (Travel time to nearest city)","LF_444 - Daily accessibility (Amount of people reached within 4 hours)","LF_511- NO2 removal by urban vegetation","LF_521 - Capacity of ecosystems to avoid soil erosion","LF_522 - Soil retention","LF_524 - Water Retention","LF_531 - Relative pollination potential","LF_532 - C-stock changes","LF_612a - Habitat quality for common birds","LF_612b - Habitat quality for forest birds","LF_612c - Habitat quality for farmland birds","LF_621 - Proportion of Green Infrastructure","LF_622 - Green Infrastructure fragmentation","Year","POPULATION"
"609","FR0","FRANCE","France",106.29,107.12,100.31,103.71,99.58,99.36,NA,NA,68.99,128.94,111.04,92.15,64.67,76.84,92.34,81.79,123.25,108.76,106.48,150.7,105.31,83.32,101.16,101.36,104.65,107.19,100,103.97,103.3,106.54,89.16,100.87,2010,64714075
"613","FR10","Ile de France","France",128.69,196.52,80.42,109.71,103.6,66.3,NA,NA,201.06,40.92,86.29,138.21,293.5,234.06,170.14,340.12,48.01,208.6,110.45,145.45,148.29,122.7,101.98,96.49,108.92,56.25,100,95.76,113.65,80.59,56.8,111.01,2010,12244212
"617","FR21","Champagne-Ardenne","France",101.44,105,81,102.61,98.55,103.26,NA,NA,41.54,161.04,115.42,78.98,38.28,48.83,77.47,56.18,154.99,138.8,109.07,160.84,172.4,60.88,102.09,100.66,116.19,64.91,100,115.69,101.47,138.21,73.66,101.36,2010,1367250
"621","FR22","Picardie","France",103.67,93.32,59.58,104.53,97.94,141.3,NA,NA,73.16,149.93,117.39,91.83,51.04,63.81,100.13,54.66,141.05,169.38,109.92,138.6,202.52,54.34,101.98,99.08,115.44,45.43,100,122.33,106.49,138.65,40.16,110.36,2010,1963728
"627","FR23","Haute-Normandie","France",104.34,105.36,67.21,104.64,98.12,118.48,NA,NA,81.96,111.65,111.7,100.1,70.18,81.64,108.75,80.47,107.67,138.61,108.07,142.17,139.13,70.15,102.41,99.43,117.45,47.6,100,122.65,138.96,116.36,45.15,110.82,2010,1872575
"634","FR24","Centre","France",107.47,102.77,92.74,109.26,95.84,83.7,NA,NA,44.24,136.78,111.48,84.03,44.66,54.51,77.47,62.25,136.48,112.45,108.69,156.44,100.25,67.86,102.09,94.45,110.42,77.89,100,118.26,116.1,121.99,58.68,101.17,2010,2633085
"640","FR25","Basse-Normandie","France",101.44,94.96,101.25,97.99,102.08,171.74,NA,NA,47.93,116.03,109.07,88.62,51.04,59.42,77.47,66.81,116.59,96.62,104.22,142.6,83.71,47.71,103.25,99.39,106.91,64.91,100,89.66,83.1,99.8,43.69,111.49,2010,1511538
"641","FR26","Bourgogne","France",103.22,103.92,95.38,100.81,100.59,86.96,NA,NA,40.69,158.41,115.42,78.98,31.9,58.9,61.4,57.7,149.96,116.12,109.47,183.34,110.28,64.44,103.15,100.04,112.68,82.21,100,110.97,104.35,123.75,81.15,100.76,2010,1681219
"648","FR30","Nord - Pas-de-Calais","France",111.49,99.34,82.47,105.99,99.86,181.52,NA,NA,148.88,92.06,107.54,115.71,146.75,76.47,143.34,91.1,90.76,179.67,110.4,126.93,231.6,44.71,101.98,97.73,113.18,25.96,100,97.69,76.8,110.72,23.3,110.84,2010,4145197
"652","FR41","Lorraine","France",105.91,96.07,100.37,104.3,98.98,81.52,NA,NA,60.97,123.63,113.01,92.29,57.42,60.45,89.94,65.29,122.07,150.36,109.71,186.96,202.82,78.17,103.36,102.01,107.41,71.4,100,116.01,115.89,125.96,89.47,100.1,2010,2406431
"659","FR42","Alsace","France",105.46,114.07,119.74,104.3,98.79,73.91,NA,NA,109.32,98.2,111.04,108.36,121.23,73.11,128.68,95.66,98.76,159.86,110.34,204.06,173.75,90.77,101.98,103.41,112.68,69.23,100,101.23,98.48,107.52,98.42,97.57,2010,1911389
"661","FR43","Franche-Comte","France",99.43,97.32,109.77,100.02,99.72,60.87,NA,NA,61.54,172.15,118.71,85.87,38.28,70.27,89.94,51.63,154.54,119.14,109.29,201.6,123.25,81.16,103.57,102.91,105.9,95.2,100,122.86,143.34,104.65,134.41,96.08,2010,1200937
"669","FR51","Pays de la Loire","France",111.27,107.93,75.72,106.55,99.33,166.3,NA,NA,76.71,139.41,114.54,94.13,63.8,61.49,108.75,65.29,135.56,90.8,107.96,159.98,75.92,48.14,102.41,95.91,105.65,69.23,100,100.48,81.39,118.23,42.24,109.64,2010,3672676
"672","FR52","Bretagne","France",109.48,101.7,61.05,103.18,101.28,165.22,NA,NA,87.06,150.23,115.64,95.51,70.18,57.87,108.75,59.22,141.51,63.25,103.12,134.46,41.5,64.22,102.09,98.6,94.61,73.56,100,101.65,110.44,89.42,39.95,114.85,2010,3279849
"676","FR53","Poitou-Charentes","France",103.45,97.53,65.45,106.1,96.63,122.83,NA,NA,55.72,164.55,116.3,84.95,38.28,58.9,89.94,53.14,152.94,76.24,107.86,154.54,64.78,42.29,102.19,95.93,110.92,88.71,100,108.62,82.99,128.83,44.32,111.97,2010,1813594
"683","FR61","Aquitaine","France",110.15,108.17,100.96,108.58,97.41,75,NA,NA,53.17,138.24,111.04,87.24,44.66,63.04,89.94,66.81,133.28,61.36,107.41,125.31,39.19,94.3,101.98,102.58,110.42,168.76,100,107.22,123.58,86.88,105.08,93.35,2010,3316280
"687","FR62","Midi-Pyrenees","France",109.26,108.65,99.49,108.13,97.3,88.04,NA,NA,38.85,122.46,109.73,83.11,31.9,72.08,61.4,77.44,117.27,64.35,107.79,122.86,51.45,72.07,96.25,106.27,99.63,114.67,100,114.72,103.5,136.23,110.69,91.56,2010,2974910
"693","FR63","Limousin","France",94.73,95.02,118.86,94.16,102.43,145.65,NA,NA,35.02,161.92,113.89,75.76,19.14,74.66,61.4,54.66,145.85,77.59,107.47,152.84,67.84,96.04,103.04,99.66,91.6,151.45,100,109.26,129.67,106.42,127.75,93.57,2010,760327
"699","FR71","Rhone-Alpes","France",117.75,121.63,117.98,107.91,100.84,63.04,NA,NA,73.59,106.39,111.04,99.18,70.18,82.93,108.75,95.66,104.7,107.43,110.03,186.97,85.06,125.67,101.24,109.06,95.11,118.99,100,99.62,113.54,83.13,145.23,91.24,2010,6408800
"701","FR72","Auvergne","France",100.77,97.94,134.42,99.12,100.98,119.57,NA,NA,35.73,139.12,112.79,78.98,25.52,68.2,61.4,62.25,130.53,85.24,107.83,160.42,68.92,72.27,102.41,102.81,100.38,99.52,100,110.97,113.22,122.98,137.12,91.91,2010,1386143
"710","FR81","Languedoc-Roussillon","France",107.25,95.79,132.66,103.29,100.21,31.52,NA,NA,53.17,110.77,109.29,91.83,38.28,79.57,77.47,75.92,104.01,75.11,109.72,141.18,61.21,109.2,95.72,105.98,92.1,199.05,100,93.73,93.78,88.43,138.37,91.12,2010,2730556
"714","FR82","Provence-Alpes-Cote dAzur","France",114.84,112.78,142.05,106.78,100.57,18.48,NA,NA,70.33,90.31,103.59,101.48,63.8,95.85,100.13,104.77,88.93,86.06,108.44,138.94,71.96,169.55,96.67,110.33,94.36,199.05,100,74.55,71.88,67.67,148.15,88.93,2010,5113815
"716","FR83","Corse","France",86.91,100.95,168.17,93.71,99.71,20.65,NA,NA,27.08,152.56,107.97,72.09,12.76,94.3,38.74,62.25,136.02,15.64,65.24,48.93,0.91,156.36,93.7,107.21,80.31,374.29,100,53.34,50.09,47.47,177.69,89.38,2010,319564
"228","DE","GERMANY (CNT)","Germany",567.76,130.44,128.47,109.5,119.94,189.47,NA,NA,148.6,84.36,104.23,163.99,200,132.57,146.51,137.06,83.63,242.47,140.54,226.13,264.32,91.92,103.08,53.76,99.05,48.04,100,104.88,105.05,107.76,76.4,90.87,2010,10839904
"231","DE0","GERMANY","Germany",105.88,123.43,132.02,99.25,102.83,123.31,NA,NA,139.54,96.71,105.31,110.93,142.05,122.36,130.78,122.35,95.36,174.42,111.11,176.38,191.23,104.02,102.42,99.76,97.66,54.6,100,105.71,106.86,106.72,88.58,102.91,2010,81742884
"236","DE11","Stuttgart","Germany",114.84,145.7,108.89,101.37,104.68,103.26,NA,NA,130.16,71.31,99.21,118.47,95.71,196.35,134.01,182.21,66.52,185.55,110.86,189.74,184.22,77.6,101.87,102.39,94.86,64.91,100,120.61,116.64,133.58,84.68,103.36,2010,3976562
"245","DE12","Karlsruhe","Germany",111.04,142.46,171.11,100.59,103.81,72.83,NA,NA,132.01,68.39,97.68,119.38,133.99,142.61,138.87,171.58,68.58,201.44,111.37,191.5,194.03,115.63,101.77,103.47,103.14,73.56,100,108.3,120.27,90.96,118.39,98.83,2010,2751963
"247","DE13","Freiburg","Germany",107.47,122.46,171.99,97.77,104.59,77.17,NA,NA,94.01,83,106,108.82,76.56,123.23,116.21,127.54,79.78,157.32,110.37,204.06,158.14,100.68,103.04,105.38,96.87,77.89,100,110.55,122.08,98.58,137.33,97.24,2010,2185095
"254","DE14","Tubingen","Germany",106.13,131.61,121.51,96.76,104.84,122.83,NA,NA,97.69,99.96,111.92,106.07,44.66,193.25,116.21,124.51,88.01,156.15,109.41,193.1,146.99,63.29,102.09,102.83,95.87,69.23,100,125.65,119.2,146.38,107.78,100.19,2010,1798257
"256","DE21","Oberbayern","Germany",117.52,173.39,117.1,104.3,103.47,145.65,NA,NA,94.72,78.04,102.06,110.2,82.95,180.84,122.79,183.72,78.18,150.77,110.54,182.4,144.6,77.99,103.15,105.83,99.13,67.07,100,104.33,101.15,114.7,115.89,97.79,2010,4386965
"265","DE22","Niederbayern","Germany",101.66,125.68,113.58,95.07,104.44,159.78,NA,NA,73.02,130.35,117.39,94.59,19.14,223.47,100.13,94.14,110.87,136.39,110,180.28,138.02,69.69,102.19,102.52,97.37,67.07,100,111.83,103.61,130.71,89.89,97.32,2010,1192310
"267","DE23","Oberpfalz","Germany",101.44,133.82,169.34,97.54,102.43,131.52,NA,NA,64.23,118.95,112.79,94.13,38.28,130.98,89.94,104.77,106.53,150.49,111.14,185.32,167.02,88.8,101.87,101.6,90.34,69.23,100,130.36,135.54,129.38,132.12,96.16,2010,1078841
"271","DE24","Oberfranken","Germany",100.54,123.88,163.47,92.14,106.26,110.87,NA,NA,78.13,108.72,113.01,99.64,31.9,203.32,100.13,107.81,95.1,162.51,111.38,179.71,194.99,95.27,101.98,103.15,91.35,62.74,100,128.54,134.69,127.39,118.18,99.05,2010,1070546
"280","DE25","Mittelfranken","Germany",106.58,144.39,149.09,98.33,103.86,133.7,NA,NA,98.4,85.93,105.78,108.82,63.8,190.92,116.21,151.84,78.41,174.67,112.06,183.05,196.33,80.95,101.34,100.55,90.6,64.91,100,128.86,121.98,148.81,96.96,103.51,2010,1709712
"281","DE26","Unterfranken","Germany",102.78,125.87,154.67,98.11,102.5,90.22,NA,NA,81.39,108.43,113.01,100.56,38.28,163.79,108.75,107.81,97.16,179.97,111.37,184.34,221.61,86.81,101.45,102.98,93.86,51.92,100,125.76,124.65,134.13,100.5,99.04,2010,1319866
"286","DE27","Schwaben","Germany",105.91,130.49,122.39,95.07,106.07,190.22,NA,NA,93.72,108.43,112.14,103.31,38.28,200.22,108.75,115.4,94.18,153.18,110.17,186,147.22,64.74,102.72,105.24,104.65,64.91,100,114.51,101.79,144.73,90.3,99.75,2010,1781369
"292","DE30","Berlin","Germany",111.27,115.63,82.47,102.73,102.22,120.65,NA,NA,557.81,32.15,67.46,164.84,612.52,153.2,233.28,250.53,38.41,165.48,112.03,173.54,131.34,252.92,101.77,88.6,73.03,28.13,100,36.63,40.8,27.27,70.54,106.18,2010,3434849
"296","DE40","Brandenburg","Germany",106.13,93.85,139.7,104.41,98.94,83.7,NA,NA,65.37,160.16,116.95,88.16,140.37,17.57,108.75,39.48,196.37,124.53,110.59,164.39,120.49,126.67,101.56,93.21,100.13,60.58,100,103.15,109.05,98.8,97.17,100.13,2010,2498356
"305","DE50","Bremen","Germany",99.2,173.95,100.96,98.22,101.1,351.09,NA,NA,414.31,51.73,70.08,147.85,561.48,117.81,216.34,215.61,66.98,166.01,112.01,182.4,184.91,134.76,104.53,85.11,101.64,19.47,100,58.27,48.71,64.91,71.78,106.54,2010,664497
"308","DE60","Hamburg","Germany",110.37,201.05,91.28,97.99,105.54,65.22,NA,NA,557.81,50.27,73.37,155.66,523.19,325.52,222.92,329.49,50.52,165.34,112.04,178.91,159.73,148.17,102.3,88.86,91.35,25.96,100,52.06,66.86,35.66,56.39,109.51,2010,1818325
"314","DE71","Darmstadt","Germany",115.96,173.81,174.04,102.84,104.01,77.17,NA,NA,135.69,55.24,86.95,123.98,223.31,140.54,147.48,223.2,64.47,225.37,111.97,181.34,244.3,133.08,101.13,102.37,96.62,58.42,100,103.26,113.75,99.24,106.12,100.24,2010,3770006
"317","DE72","Giessen","Germany",99.87,118.18,140.29,92.14,105.95,86.96,NA,NA,99.68,106.39,114.54,105.15,51.04,143.9,116.21,103.25,94.41,203.75,111.59,174.92,258.4,113.95,103.15,102.97,100.88,60.58,100,128.43,140.24,125.85,105.91,102.14,2010,1039966
"324","DE73","Kassel","Germany",101.88,125.29,130.6,99.01,101.5,86.96,NA,NA,81.53,113.98,113.67,99.64,44.66,134.6,108.75,100.21,103.79,184.31,111.72,175.5,254.41,95.25,103.78,103.61,102.89,51.92,100,128.01,139.92,119.34,109.65,101.1,2010,1220139
"329","DE80","Mecklenburg-Vorpommern","Germany",101.88,92.91,110.94,99.35,101.21,133.7,NA,NA,53.31,154.03,113.89,84.95,57.42,36.94,89.94,50.11,153.85,96.97,109.19,151.78,88.93,82.67,101.13,93.14,92.35,43.27,100,112.8,106.49,120.77,75.95,101.12,2010,1646842
"333","DE91","Braunschweig","Germany",104.12,116.72,130.31,100.25,101.34,113.04,NA,NA,105.49,108.43,112.14,105.61,57.42,134.34,122.79,97.18,98.99,167.58,112.07,173.97,214.86,96.8,102.62,102.39,97.87,38.94,100,122.01,131.16,116.24,80.52,103.86,2010,1628379
"338","DE92","Hannover","Germany",107.47,125.28,123.56,100.02,102.88,127.17,NA,NA,109.18,95.28,107.76,108.82,121.23,84.74,128.68,103.25,100.36,175.13,111.6,180.66,211.22,73.41,103.15,100.75,103.39,38.94,100,115.47,109.69,121.1,64.29,107.6,2010,2143484
"343","DE93","Luneburg","Germany",102.11,92.99,113.29,96.19,103.73,179.35,NA,NA,75.29,142.33,116.95,93.67,44.66,72.85,100.13,57.7,132.13,141.29,110.62,177.76,165.24,87.01,102.94,92.22,106.15,58.42,100,115.04,117.81,123.42,85.93,101.09,2010,1688068
"347","DE94","Weser-Ems","Germany",107.69,109.84,92.16,102.84,100.8,239.13,NA,NA,98.12,121.58,113.23,101.94,51.04,113.67,116.21,85.03,108.13,157.39,110.17,178.61,184.61,46.04,103.36,92.92,113.93,34.62,100,96.73,71.24,122.65,46.19,111.3,2010,2495175
"355","DEA1","Dusseldorf","Germany",117.52,145.95,122.97,105.32,102.7,169.57,NA,NA,262.03,55.24,84.98,137.29,414.73,115.22,186.22,188.28,64.47,286.03,112.02,156.02,233.07,145.04,102.62,97.04,103.65,47.6,100,78.52,81.28,66.79,64.71,110.76,2010,5175251
"359","DEA2","Koln","Germany",114.62,127.36,173.75,103.96,102.58,135.87,NA,NA,187.31,64.88,95.93,127.65,216.93,122.46,161.53,154.88,68.35,255.96,111.73,153.02,250.1,134.5,103.15,102.11,98.12,62.74,100,86.55,99.97,63.03,77.19,105.68,2010,4390349
"363","DEA3","Munster","Germany",107.92,107.78,101.55,102.61,101.05,159.78,NA,NA,131.16,71.9,99.43,118.47,153.13,86.55,138.87,118.43,75.9,230.73,111.52,172.12,227.92,68.54,102.41,94.66,102.89,51.92,100,116.76,99.55,138.99,43.49,115.66,2010,2600157
"366","DEA4","Detmold","Germany",106.35,119.37,171.69,100.59,102.07,107.61,NA,NA,134.56,89.14,109.73,114.33,153.13,82.67,143.34,106.29,93.27,192.98,111.54,179.14,234.63,77.47,103.47,101.66,99.88,47.6,100,108.51,107.13,104.21,61.8,107.53,2010,2032328
"375","DEA5","Arnsberg","Germany",111.94,115.33,172.87,103.74,101.69,76.09,NA,NA,156.68,70.44,97.46,122.14,204.17,89.13,151.34,129.06,74.52,226.95,110.96,171.16,244.01,149.63,104,104.93,95.61,60.58,100,102.73,125.07,73.41,111.53,100.72,2010,3676869
"379","DEB1","Koblenz","Germany",102.33,106.08,162.89,93.83,105.58,69.57,NA,NA,94.01,105.22,114.11,103.77,63.8,101.79,116.21,91.1,96.7,209.36,110.87,164.58,246.77,120.02,103.36,103.85,93.61,75.72,100,117.62,136.61,95.16,114.65,101.63,2010,1485521
"383","DEB2","Trier","Germany",91.83,102.59,161.13,88.98,105.28,116.3,NA,NA,61.82,120.12,116.74,93.21,44.66,82.67,89.94,75.92,111.1,192.92,111.01,170.24,253.8,122.41,103.57,103.61,99.63,75.72,100,119.86,136.29,102.67,127.55,100.44,2010,523176
"390","DEB3","Rheinhessen-Pfalz","Germany",105.91,114.05,132.95,100.59,101.87,80.43,NA,NA,114,79.79,104.03,113.42,95.71,116.26,128.68,122.99,77.27,211.75,111.86,191.62,239.1,97.82,100.6,103.15,102.14,54.09,100,91.91,88.76,97.37,90.51,100.5,2010,2018361
"395","DEC0","Saarland","Germany",99.87,120.9,137.06,99.23,100.55,77.17,NA,NA,171.43,89.14,110.82,119.38,210.55,76.47,154.94,106.29,94.18,194.78,111.69,189.82,254.48,159.22,103.57,102.48,98.12,82.21,100,105.94,129.45,80.59,109.24,104.67,2010,1018545
"400","DED2","Dresden","Germany",102.33,99.45,124.44,100.13,100.78,84.78,NA,NA,113.72,116.32,112.79,105.61,121.23,53.74,128.68,69.85,117.05,130.8,110.14,149.35,131.37,143.9,101.66,101.63,96.87,62.74,100,103.15,109.27,96.48,83.02,99.79,2010,1599678
"404","DED4","Chemnitz","Germany",100.77,92.43,121.8,96.3,103.09,104.35,NA,NA,136.69,125.68,116.3,107.91,82.95,81.12,134.01,68.33,112.93,148.68,110.71,172.51,168.68,122.46,102.09,103.16,86.08,47.6,100,107.33,109.59,105.98,71.78,99.59,2010,1462139
"410","DED5","Leipzig","Germany",98.53,101.09,110.94,96.87,101.8,92.39,NA,NA,103.93,80.37,104.25,111.12,216.93,37.2,138.87,81.99,102.64,151.17,111.39,166.94,172.34,85.69,100.5,96.6,96.62,38.94,100,91.05,74.66,104.98,53.06,108.32,2010,1059811
"411","DEE0","Sachsen-Anhalt","Germany",105.46,93.14,117.98,104.64,98.54,103.26,NA,NA,73.45,132.69,114.54,94.59,114.85,29.45,108.75,53.14,144.71,143.58,111.05,170.5,173.49,67.53,101.13,97.58,106.15,41.11,100,100.05,85.66,122.87,63.05,104.04,2010,2342001
"416","DEF0","Schleswig-Holstein","Germany",109.03,112.41,98.61,100.59,103.04,217.39,NA,NA,96.56,110.18,111.04,103.77,63.8,103.34,116.21,88.07,105.39,110.61,110.24,169.63,109.21,58.99,103.04,93.46,95.87,30.29,100,88.91,66.65,105.87,48.9,107.67,2010,2827209
"424","DEG0","Thuringen","Germany",105.01,93.22,113.29,101.26,100.95,89.13,NA,NA,74.02,110.77,111.7,98.26,89.33,46.76,108.75,68.33,113.62,159.93,111.08,172.63,216.3,87.45,102.09,102.99,97.62,43.27,100,116.76,113.22,122.54,83.02,100.41,2010,2231917
"721","GR","GREECE (CNT)","Greece",52.11,86.56,116.79,113.88,27.43,50.53,NA,NA,29.72,46.32,81.5,61.59,0,188.39,32.56,176.27,43.09,22.57,53.15,26.46,21.59,54.28,92.31,60.24,91,255.27,100,91.11,80.19,97.06,92.83,5.27,2010,7121205
"730","GR0","GREECE","Greece",89.44,74.33,122,105.54,91.69,35.95,NA,NA,26.77,57.78,81.31,83.96,23.07,145.97,19.97,126.73,54.53,14.29,68.37,17.37,11.84,65.41,91.11,101.86,89.51,329.69,100,85.83,76.08,91.07,109.41,92.33,2010,11305118
"735","GR11","Anatoliki Makedonia","Greece",88.48,62.99,119.45,111.85,86.5,38.04,NA,NA,16.16,78.33,100.31,74.85,19.14,39.01,0,66.81,78.87,16.04,87.85,27.43,17.58,64.38,93.17,102.79,89.84,181.74,100,92.12,84.91,91.3,109.03,84.36,2010,604087
"737","GR12","Kentriki Makedonia","Greece",100.54,67.59,110.94,116.8,87.33,42.39,NA,NA,29.21,57.87,99.43,92.75,25.52,95.33,38.74,104.77,53.72,23.51,93,38.65,16.19,35.39,91.47,101.06,94.11,151.45,100,102.83,73.91,123.53,81.77,90.69,2010,1961951
"743","GR13","Dytiki Makedonia","Greece",83.34,77.25,110.35,105.77,89.22,33.7,NA,NA,11.2,74.24,91.77,68.42,12.76,55.03,0,85.03,74.98,15.48,90.01,37.02,11.82,36.51,96.04,102.94,84.07,155.77,100,117.72,113.54,130.82,100.08,91.94,2010,292758
"748","GR14","Thessalia","Greece",90.71,64.7,118.86,117.03,83.34,39.13,NA,NA,20.7,81.25,96.37,78.98,19.14,59.42,38.74,69.85,77.27,16.25,88.1,25.89,20.83,29.8,91.58,101.83,91.6,214.19,100,103.8,75.73,129.16,90.93,90.78,2010,736916
"754","GR21","Kentriki Ellada","Greece",82.67,59.22,156.72,99.46,93.68,35.87,NA,NA,11.77,63.42,88.48,72.55,12.76,65.1,0,80.47,60.81,10.62,77.43,18.98,11.35,58.45,95.51,104.2,90.34,318.04,100,102.19,145.48,73.41,146.06,89.45,2010,352252
"758","GR22","Ionia Nisia","Greece",80.66,73.12,121.8,91.8,98.81,28.26,NA,NA,27.08,55.24,87.39,91.83,6.38,343.61,38.74,127.54,47.55,5.51,57.85,14.5,4.03,67.47,92.32,100.68,86.83,465.16,100,37.17,16.45,34.55,119.43,96.54,2010,231999
"763","GR23","Dytiki Ellada","Greece",89.82,58.97,111.53,108.36,89.69,38.04,NA,NA,13.9,43.84,71.62,83.57,6.38,149.84,0,124.51,39.32,12.17,81.06,11.05,17.28,43.37,91.47,102.36,98.88,367.8,100,89.55,82.88,80.48,114.85,88.78,2010,742425
"766","GR24","Sterea Ellada","Greece",89.59,78,109.77,108.92,89.16,28.26,NA,NA,10.92,63.13,83.23,71.63,12.76,86.81,0,104.77,62.18,16.05,79.59,12.37,19.94,49.19,92.22,102.9,90.85,346.17,100,106.8,91.43,118.01,124.63,89.38,2010,554832
"772","GR25","Peloponnisos","Greece",88.92,67.53,108.59,110.16,87.99,27.17,NA,NA,10.49,56.41,74.47,72.55,6.38,166.89,0,112.36,49.61,12.62,81.46,10.5,14.95,55.15,92.32,101.8,92.35,402.42,100,107.12,87.58,112.93,115.06,91.6,2010,596625
"778","GR30","Attiki","Greece",112.61,110.47,105.66,100.47,104.51,19.57,NA,NA,152.85,29.23,63.3,139.13,146.75,286.77,143.34,323.42,28.35,50.33,76.25,7.7,16.14,95.81,89.14,100.48,90.85,445.69,100,69.41,37.81,91.3,106.12,97.6,2010,4110134
"782","GR41","Voreio Aigaio","Greece",78.42,69.8,142.93,94.5,95.92,30.43,NA,NA,10.07,40.92,59.13,78.52,12.76,102.31,0,145.77,39.55,1.39,19.85,8.34,0.2,112.22,86.91,100.85,83.82,374.29,100,55.38,70.6,46.7,111.32,96.65,2010,195948
"787","GR42","Notio Aigaio","Greece",86.69,101.7,149.68,95.52,98.3,51.09,NA,NA,17.44,61.96,69.43,80.81,6.38,276.43,0,151.84,55.32,2.4,22.66,4.5,2.19,112.05,83.83,100.46,80.31,473.82,100,67.06,47.74,83.02,116.52,99.27,2010,308779
"794","GR43","Kriti","Greece",90.27,74.91,119.74,111.4,87.53,55.43,NA,NA,16.16,45.3,72.06,85.87,12.76,171.03,0,150.32,41.38,3.34,33.72,8.85,1.46,90.58,88.4,101.77,89.84,389.44,100,64.59,60.99,68.66,86.56,93.19,2010,616412
"819","HU","HUNGARY (CNT)","Hungary",22.26,41.74,87.59,101.68,78.31,61.75,NA,NA,112.51,133.99,109.16,77.34,100,37.33,97.67,29.92,122.48,104.25,123.42,124.33,87.04,47.55,96.59,23.32,97.54,67.82,100,97.89,72.21,117.19,77.86,46.43,2010,6235048
"825","HU0","HUNGARY","Hungary",89.82,35.1,87.8,99.36,96.57,46.74,NA,NA,82.56,155.32,112.1,92.88,56.51,25.1,105.77,23.86,143.04,73.28,104.42,99.14,61.08,52.89,96.02,96.78,98.16,79.74,100,101.91,78.41,121.05,91.58,98.73,2010,10014324
"828","HU10","Kozep-Magyarorszag","Hungary",104.56,68.29,87.46,102.61,99.78,45.65,NA,NA,167.6,81.54,104.91,120.76,146.75,60.2,151.34,69.85,80.93,92.21,106.67,102.31,69.42,78.92,96.14,99.39,101.39,84.38,100,92.34,87.58,97.48,91.97,99.52,2010,2928275
"832","HU21","Kozep-Dunantul","Hungary",88.25,33.7,86.58,102.05,93.91,47.83,NA,NA,81.81,165.42,114.98,92.29,63.8,18.08,108.75,18.22,159.11,87.02,107.01,118.34,73.94,60.71,96.36,99.69,97.12,73.56,100,102.51,81.6,122.87,91.34,98.57,2010,1101650
"837","HU22","Nyugat-Dunantul","Hungary",88.25,37.87,89.51,98.33,96.81,43.48,NA,NA,75.01,175.36,116.3,89.08,38.28,29.45,100.13,19.74,157.28,90.31,107.52,126.85,77.11,61.1,96.78,98.09,104.9,88.71,100,109.15,85.66,134.9,95.71,99.1,2010,995708
"841","HU23","Del-Dunantul","Hungary",84.9,27.99,82.76,93.6,99.11,44.57,NA,NA,58.28,176.24,115.86,84.03,25.52,19.89,89.94,15.18,156.82,63.25,103.38,105.16,53.14,50.47,95.83,100.52,101.64,99.52,100,115.9,98.48,124.75,85.52,99.94,2010,949024
"848","HU31","Eszak-Magyarorszag","Hungary",86.24,24.75,114.75,102.27,92.91,31.52,NA,NA,69.9,158.99,116.3,90,38.28,20.15,100.13,15.18,141.05,65.37,101.8,81.77,59.71,63.03,97.63,102.22,87.58,77.89,100,105.19,103.07,110.72,123.18,94.29,2010,1217635
"852","HU32","Eszak-Alfold","Hungary",88.7,26.28,80.42,101.26,94.67,61.96,NA,NA,67.07,163.38,109.95,88.62,44.66,13.69,100.13,15.18,150.88,56.77,101.75,77.99,47.01,27.71,95.61,89.11,99.13,67.07,100,91.91,42.4,126.73,82.4,98.29,2010,1499286
"857","HU33","Del-Alfold","Hungary",87.81,26.82,73.08,95.4,98.77,52.17,NA,NA,58.28,166.3,106.44,85.41,38.28,14.21,89.94,13.67,155.22,58.03,102.81,81.54,47.22,28.28,93.81,88.43,95.36,67.07,100,96.41,50.09,129.93,70.95,101.4,2010,1322746
"862","IE","IRELAND (CNT)","Ireland",35.76,150.3,84.67,94.69,134.27,247.02,NA,NA,46.7,93.46,96.94,45.83,0,183.5,48.84,137.08,96.37,41.98,101.8,85.18,23.44,54.18,104.06,41.05,112.37,43.29,100,98.61,95.62,100.52,65.25,62.39,2010,5898877
"870","IE0","IRELAND","Ireland",106.91,132.14,86.29,98.39,103.9,210.87,NA,NA,30.2,104.78,98.99,80.58,22.33,192.08,58.1,105.53,104.13,27.99,95.4,65.74,15.75,54.26,103.25,100.6,112.43,48.68,100,103.85,98.75,107.47,75.84,99.43,2010,4467854
"875","IE01","Border, Midland and Western","Ireland",99.87,101.84,90.98,96.3,102.77,173.91,NA,NA,20.56,117.2,98.99,71.63,6.38,260.93,38.74,80.47,105.16,27.11,97.05,64.36,16.17,44.28,103.04,99.65,113.68,41.11,100,94.05,75.3,101.01,87.6,97.96,2010,1201976
